FECHA,AÑO,MES,ASESOR,CIUDAD,CLASIFICACION,CATEGORIA,PRODUCTO,CANTIDAD,VALOR_U,VENTA_TOTAL
2016-08-10,2016,08,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,22.0,38267.5961223221,841887.0
2016-08-10,2016,08,Ana Maria,Medellín,Importados,Bioestimulantes,Zin Stress,37.0,37705.8726475746,1395117.0
2016-08-11,2016,08,Juliana,Medellín,Importados,Especiales,Solugybb,50.0,42672.0,2133600.0
2016-08-11,2016,08,Juliana,Cali,Nacionales,Foliares,Desarrollo,49.0,41320.0385208125,2024682.0
2016-08-11,2016,08,Juliana,Cartagena,Nacionales,Foliares,Fertiverdor,22.0,40012.9512045732,880285.0
2016-08-11,2016,08,Camila,Bogotá,Nacionales,Foliares,Triplehoja,35.0,39827.7676414696,1393972.0
2016-08-12,2016,08,Juliana,Cali,Importados,Bioestimulantes,Actiplant,37.0,34199.0,1265363.0
2016-08-12,2016,08,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,41.0,41627.1345962926,1706713.0
2016-08-12,2016,08,Ana Maria,Cali,Importados,Fertirrigación,Humus 15,39.0,41244.4218992119,1608532.0
2016-08-12,2016,08,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,27.0,38114.8196827617,1029100.0
2016-08-13,2016,08,Ana Maria,Bogotá,Nacionales,Edáficos,Menores,45.0,64087.0,2883915.0
2016-08-13,2016,08,Ana Maria,Bogotá,Nacionales,Edáficos,Boro,43.0,42250.5859254079,1816775.0
2016-08-14,2016,08,Ana Maria,Barranquilla,Importados,Fertirrigación,Hierro,37.0,58570.0,2167090.0
2016-08-14,2016,08,Camila,Barranquilla,Importados,Fertirrigación,Humus 15,21.0,31841.0,668661.0
2016-08-14,2016,08,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,14.0,42627.1258370518,596780.0
2016-08-14,2016,08,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,10.0,40742.8830824731,407429.0
2016-08-14,2016,08,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,34.0,40034.5559536019,1361175.0
2016-08-14,2016,08,Camila,Medellín,Nacionales,Coadyuvantes,Siliconex,42.0,39957.3961356421,1678211.0
2016-08-14,2016,08,Ana Maria,Cali,Nacionales,Edáficos,Zinc,44.0,38914.1953968254,1712225.0
2016-08-15,2016,08,Juliana,Barranquilla,Nacionales,Edáficos,Menores,34.0,64087.0,2178958.0
2016-08-15,2016,08,Camila,Cartagena,Importados,Fertirrigación,Manganeso,25.0,42236.6971581751,1055917.0
2016-08-15,2016,08,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,22.0,42137.9325911866,927035.0
2016-08-15,2016,08,Ana Maria,Bogotá,Nacionales,Edáficos,Boro,15.0,40620.9705700966,609315.0
2016-08-15,2016,08,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,49.0,37766.0573055833,1850537.0
2016-08-16,2016,08,Ana Maria,Cali,Importados,Especiales,Fruit Cover,46.0,41082.3862814963,1889790.0
2016-08-16,2016,08,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,10.0,37658.0335604396,376580.0
2016-08-16,2016,08,Juliana,Barranquilla,Nacionales,Foliares,Molib-K,46.0,37201.2474381174,1711257.0
2016-08-17,2016,08,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,27.0,64755.0,1748385.0
2016-08-17,2016,08,Juliana,Medellín,Nacionales,Foliares,Fertiverdor,10.0,43085.4551557332,430855.0
2016-08-18,2016,08,Ana Maria,Cali,Nacionales,Foliares,Triplehoja,26.0,63955.0,1662830.0
2016-08-19,2016,08,Camila,Cartagena,Nacionales,Edáficos,Boro,37.0,41519.1108511488,1536207.0
2016-08-20,2016,08,Ana Maria,Medellín,Nacionales,Coadyuvantes,Trionex,13.0,64755.0,841815.0
2016-08-20,2016,08,Camila,Cali,Nacionales,Foliares,Desarrollo,35.0,26057.0,911995.0
2016-08-20,2016,08,Camila,Cartagena,Importados,Especiales,Fruit Cover,33.0,41928.0578863359,1383626.0
2016-08-20,2016,08,Camila,Medellín,Nacionales,Coadyuvantes,Siliconex,28.0,38414.1997764458,1075598.0
2016-08-21,2016,08,Juliana,Barranquilla,Importados,Bioestimulantes,Zin Stress,23.0,42285.0,972555.0
2016-08-21,2016,08,Ana Maria,Barranquilla,Nacionales,Edáficos,Campofos,23.0,43745.9431974692,1006157.0
2016-08-21,2016,08,Juliana,Barranquilla,Nacionales,Edáficos,Menores,43.0,41732.0719487179,1794479.0
2016-08-21,2016,08,Camila,Bogotá,Nacionales,Foliares,Desarrollo,13.0,39387.9566790987,512043.0
2016-08-21,2016,08,Camila,Bogotá,Importados,Fertirrigación,Manganeso,30.0,39370.9815191475,1181129.0
2016-08-21,2016,08,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,48.0,38918.824985903,1868104.0
2016-08-21,2016,08,Juliana,Medellín,Nacionales,Foliares,Molib-K,21.0,38193.5226970807,802064.0
2016-08-21,2016,08,Camila,Cartagena,Nacionales,Coadyuvantes,Siliconex,41.0,37835.5011417471,1551256.0
2016-08-22,2016,08,Camila,Cartagena,Importados,Bioestimulantes,Cogollando,36.0,54073.0,1946628.0
2016-08-22,2016,08,Camila,Bogotá,Nacionales,Foliares,Molib-K,32.0,43475.8838346098,1391228.0
2016-08-22,2016,08,Ana Maria,Bogotá,Importados,Especiales,Solugybb,29.0,42986.6905887446,1246614.0
2016-08-22,2016,08,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,22.0,42307.6841906982,930769.0
2016-08-22,2016,08,Ana Maria,Barranquilla,Importados,Especiales,Solugybb,30.0,41934.2306717727,1258027.0
2016-08-22,2016,08,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,30.0,40216.6531239871,1206500.0
2016-08-22,2016,08,Juliana,Cali,Nacionales,Foliares,Triplehoja,10.0,39375.6111082251,393756.0
2016-08-22,2016,08,Ana Maria,Barranquilla,Importados,Especiales,Fruit Cover,23.0,38221.3002315462,879090.0
2016-08-23,2016,08,Camila,Cali,Nacionales,Foliares,Rendimiento,42.0,52151.0,2190342.0
2016-08-23,2016,08,Camila,Medellín,Importados,Bioestimulantes,Zin Stress,26.0,41508.3084766345,1079216.0
2016-08-23,2016,08,Ana Maria,Bogotá,Importados,Bioestimulantes,Aminogib,44.0,41431.1486586746,1822971.0
2016-08-23,2016,08,Juliana,Cali,Importados,Fertirrigación,Manganeso,41.0,41283.0018081918,1692603.0
2016-08-23,2016,08,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,15.0,39568.5106531246,593528.0
2016-08-23,2016,08,Juliana,Barranquilla,Nacionales,Foliares,Creciplant,44.0,38136.4244317904,1678003.0
2016-08-23,2016,08,Camila,Bogotá,Nacionales,Edáficos,Zinc,49.0,36935.8176643356,1809855.0
2016-08-24,2016,08,Juliana,Barranquilla,Importados,Bioestimulantes,Zin Stress,36.0,42840.0869346209,1542243.0
2016-08-24,2016,08,Ana Maria,Barranquilla,Importados,Fertirrigación,Manganeso,49.0,42340.0913142413,2074664.0
2016-08-24,2016,08,Ana Maria,Bogotá,Importados,Especiales,Fruit Cover,33.0,42127.1302166722,1390195.0
2016-08-24,2016,08,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,22.0,38796.9124735265,853532.0
2016-08-25,2016,08,Camila,Cali,Nacionales,Edáficos,Menores,28.0,43262.9227370407,1211362.0
2016-08-25,2016,08,Juliana,Bogotá,Nacionales,Edáficos,Zinc,30.0,43008.2953377733,1290249.0
2016-08-25,2016,08,Juliana,Cali,Nacionales,Foliares,Creciplant,42.0,41718.1831814852,1752164.0
2016-08-25,2016,08,Ana Maria,Medellín,Importados,Bioestimulantes,Actiplant,30.0,40562.3291084471,1216870.0
2016-08-25,2016,08,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,11.0,39960.4825283605,439565.0
2016-08-26,2016,08,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,18.0,45039.0,810702.0
2016-08-26,2016,08,Juliana,Bogotá,Nacionales,Foliares,Triplehoja,44.0,42957.3698579198,1890124.0
2016-08-26,2016,08,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,44.0,38472.8412380952,1692805.0
2016-08-26,2016,08,Camila,Cali,Importados,Especiales,Fruit Cover,42.0,37818.525981796,1588378.0
2016-08-27,2016,08,Camila,Cartagena,Nacionales,Foliares,Creciplant,18.0,29285.0,527130.0
2016-08-27,2016,08,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,50.0,40648.7481045621,2032437.0
2016-08-27,2016,08,Ana Maria,Bogotá,Importados,Bioestimulantes,Actiplant,27.0,38833.9491861472,1048517.0
2016-08-27,2016,08,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,16.0,36986.7431441891,591788.0
2016-08-28,2016,08,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,19.0,42509.8429137529,807687.0
2016-08-28,2016,08,Juliana,Cali,Nacionales,Edáficos,Menores,22.0,40432.7006142746,889519.0
2016-08-28,2016,08,Ana Maria,Bogotá,Importados,Fertirrigación,Hierro,47.0,39563.8810640471,1859502.0
2016-08-28,2016,08,Camila,Cartagena,Importados,Especiales,Fruit Cover,37.0,38312.3488167388,1417557.0
2016-08-28,2016,08,Camila,Cali,Nacionales,Foliares,Desarrollo,33.0,38233.6458024198,1261710.0
2016-08-28,2016,08,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,31.0,37866.3650689311,1173857.0
2016-08-29,2016,08,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,15.0,40218.1963203463,603273.0
2016-08-29,2016,08,Camila,Cartagena,Importados,Fertirrigación,Humus 15,24.0,40070.0494698635,961681.0
2016-08-29,2016,08,Juliana,Medellín,Nacionales,Foliares,Triplehoja,27.0,39852.4587832168,1076016.0
2016-08-30,2016,08,Juliana,Barranquilla,Importados,Fertirrigación,Calcio,13.0,40124.0613424353,521613.0
2016-08-31,2016,08,Juliana,Cartagena,Nacionales,Foliares,Triplehoja,32.0,39662.6456310356,1269205.0
2016-08-31,2016,08,Camila,Cali,Importados,Especiales,Solugybb,17.0,39338.5743956044,668756.0
2016-09-01,2016,09,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,30.0,42337.0049215229,1270110.0
2016-09-01,2016,09,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,22.0,41883.3051919192,921433.0
2016-09-01,2016,09,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,28.0,39002.1575892996,1092060.0
2016-09-01,2016,09,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,38.0,37756.7981274281,1434758.0
2016-09-01,2016,09,Camila,Bogotá,Importados,Bioestimulantes,Aminogib,49.0,37009.8910895771,1813485.0
2016-09-02,2016,09,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,41.0,29285.0,1200685.0
2016-09-02,2016,09,Camila,Cali,Nacionales,Foliares,Molib-K,23.0,26979.0,620517.0
2016-09-02,2016,09,Juliana,Cartagena,Importados,Especiales,Solugybb,32.0,43790.6958918859,1401302.0
2016-09-02,2016,09,Juliana,Cali,Importados,Especiales,Solugybb,22.0,42451.2014521035,933926.0
2016-09-02,2016,09,Juliana,Barranquilla,Nacionales,Edáficos,Zinc,50.0,39310.7968611388,1965540.0
2016-09-02,2016,09,Ana Maria,Barranquilla,Importados,Bioestimulantes,Aminogib,38.0,39174.9955815296,1488650.0
2016-09-02,2016,09,Ana Maria,Barranquilla,Importados,Especiales,Solugybb,31.0,38554.6306451326,1195194.0
2016-09-03,2016,09,Juliana,Medellín,Importados,Bioestimulantes,Cogollando,41.0,40571.5882866023,1663435.0
2016-09-03,2016,09,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,23.0,39051.5398727939,898185.0
2016-09-04,2016,09,Camila,Bogotá,Importados,Fertirrigación,Hierro,50.0,42349.3504923965,2117468.0
2016-09-04,2016,09,Juliana,Bogotá,Importados,Fertirrigación,Frutales,29.0,40549.9835375735,1175950.0
2016-09-04,2016,09,Camila,Barranquilla,Nacionales,Foliares,Fertiverdor,18.0,39958.9393320013,719261.0
2016-09-05,2016,09,Juliana,Cartagena,Importados,Fertirrigación,Manganeso,42.0,50591.0,2124822.0
2016-09-05,2016,09,Camila,Cartagena,Nacionales,Foliares,Molib-K,45.0,26979.0,1214055.0
2016-09-05,2016,09,Camila,Cali,Nacionales,Edáficos,Zinc,18.0,43241.317988012,778344.0
2016-09-05,2016,09,Juliana,Cali,Importados,Bioestimulantes,Zin Stress,25.0,39097.8357635697,977446.0
2016-09-06,2016,09,Camila,Medellín,Nacionales,Edáficos,Zinc,25.0,30773.0,769325.0
2016-09-06,2016,09,Camila,Cali,Nacionales,Edáficos,Campofos,12.0,41576.2091164391,498915.0
2016-09-06,2016,09,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,18.0,41438.8646404706,745900.0
2016-09-06,2016,09,Camila,Cali,Nacionales,Edáficos,Menores,28.0,41281.4586118326,1155881.0
2016-09-06,2016,09,Juliana,Cali,Nacionales,Foliares,Desarrollo,40.0,37583.9601351981,1503358.0
2016-09-07,2016,09,Camila,Barranquilla,Nacionales,Foliares,Rendimiento,30.0,43556.130045288,1306684.0
2016-09-07,2016,09,Camila,Cali,Nacionales,Foliares,Rendimiento,49.0,42855.5188982129,2099920.0
2016-09-07,2016,09,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,39.0,42753.6679385059,1667393.0
2016-09-07,2016,09,Juliana,Cartagena,Nacionales,Foliares,Molib-K,17.0,39218.2050795871,666709.0
2016-09-07,2016,09,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,41.0,38009.8823303363,1558405.0
2016-09-07,2016,09,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,29.0,37730.5637893218,1094186.0
2016-09-08,2016,09,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,43.0,58570.0,2518510.0
2016-09-08,2016,09,Camila,Cali,Nacionales,Edáficos,Menores,45.0,42205.8332309912,1899262.0
2016-09-08,2016,09,Juliana,Barranquilla,Importados,Bioestimulantes,Cogollando,10.0,40316.9608873349,403170.0
2016-09-08,2016,09,Juliana,Barranquilla,Nacionales,Coadyuvantes,Aquafull,14.0,39637.9544892885,554931.0
2016-09-08,2016,09,Juliana,Cali,Nacionales,Edáficos,Campofos,15.0,37769.1436983017,566537.0
2016-09-08,2016,09,Juliana,Medellín,Importados,Bioestimulantes,Aminogib,35.0,37625.6264368964,1316897.0
2016-09-08,2016,09,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,24.0,36969.767984238,887274.0
2016-09-09,2016,09,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,12.0,63955.0,767460.0
2016-09-09,2016,09,Juliana,Medellín,Importados,Fertirrigación,Calcio,26.0,43432.6743365523,1129250.0
2016-09-09,2016,09,Ana Maria,Barranquilla,Importados,Bioestimulantes,Cogollando,45.0,41400.2847314907,1863013.0
2016-09-09,2016,09,Ana Maria,Cali,Importados,Fertirrigación,Manganeso,33.0,39923.4458157398,1317474.0
2016-09-10,2016,09,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,20.0,40056.1607026307,801123.0
2016-09-10,2016,09,Camila,Bogotá,Nacionales,Edáficos,Zinc,21.0,39877.1499249639,837420.0
2016-09-10,2016,09,Camila,Bogotá,Nacionales,Foliares,Desarrollo,11.0,39270.6737557997,431977.0
2016-09-10,2016,09,Camila,Cali,Importados,Especiales,Fruit Cover,41.0,38446.6068999889,1576311.0
2016-09-10,2016,09,Camila,Cali,Nacionales,Coadyuvantes,Trionex,12.0,37744.4525565545,452933.0
2016-09-11,2016,09,Juliana,Cartagena,Nacionales,Edáficos,Boro,50.0,42394.0,2119700.0
2016-09-11,2016,09,Juliana,Cali,Nacionales,Foliares,Rendimiento,28.0,52151.0,1460228.0
2016-09-11,2016,09,Camila,Barranquilla,Nacionales,Edáficos,Campofos,50.0,39945.0505647686,1997253.0
2016-09-12,2016,09,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,28.0,34199.0,957572.0
2016-09-12,2016,09,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,37.0,42116.3278421578,1558304.0
2016-09-12,2016,09,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,35.0,38142.5972172272,1334991.0
2016-09-12,2016,09,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,41.0,37685.8110949051,1545118.0
2016-09-13,2016,09,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,10.0,58570.0,585700.0
2016-09-13,2016,09,Juliana,Barranquilla,Nacionales,Edáficos,Boro,45.0,43898.7196370296,1975442.0
2016-09-13,2016,09,Camila,Medellín,Nacionales,Edáficos,Zinc,23.0,42594.7187135087,979679.0
2016-09-13,2016,09,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,41.0,41954.2922244422,1720126.0
2016-09-14,2016,09,Ana Maria,Medellín,Importados,Fertirrigación,Manganeso,38.0,50591.0,1922458.0
2016-09-14,2016,09,Camila,Barranquilla,Nacionales,Foliares,Molib-K,20.0,43945.0155278055,878900.0
2016-09-14,2016,09,Camila,Barranquilla,Importados,Fertirrigación,Humus 15,42.0,41093.1886560107,1725914.0
2016-09-14,2016,09,Ana Maria,Medellín,Nacionales,Coadyuvantes,Siliconex,45.0,37173.4699036519,1672806.0
2016-09-15,2016,09,Ana Maria,Medellín,Nacionales,Coadyuvantes,Siliconex,18.0,40560.7859120879,730094.0
2016-09-15,2016,09,Ana Maria,Barranquilla,Importados,Fertirrigación,Hierro,26.0,38350.9287257187,997124.0
2016-09-16,2016,09,Camila,Cartagena,Importados,Bioestimulantes,Zin Stress,43.0,43661.0673977134,1877426.0
2016-09-16,2016,09,Camila,Cartagena,Nacionales,Foliares,Triplehoja,31.0,40387.9479198579,1252026.0
2016-09-17,2016,09,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,50.0,41962.0082062382,2098100.0
2016-09-18,2016,09,Camila,Barranquilla,Nacionales,Edáficos,Campofos,27.0,40877.0,1103679.0
2016-09-18,2016,09,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,42.0,39005.243982018,1638220.0
2016-09-19,2016,09,Ana Maria,Bogotá,Importados,Especiales,Solugybb,33.0,42672.0,1408176.0
2016-09-19,2016,09,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,27.0,42664.1625496725,1151932.0
2016-09-19,2016,09,Camila,Cartagena,Importados,Fertirrigación,Frutales,42.0,42463.547022977,1783469.0
2016-09-19,2016,09,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,41.0,42074.6615404595,1725061.0
2016-09-19,2016,09,Juliana,Bogotá,Nacionales,Foliares,Creciplant,25.0,40392.5775089355,1009814.0
2016-09-20,2016,09,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,30.0,33559.0,1006770.0
2016-09-20,2016,09,Juliana,Medellín,Nacionales,Foliares,Fertiverdor,46.0,40472.8237196137,1861750.0
2016-09-20,2016,09,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,44.0,38374.0766711067,1688459.0
2016-09-21,2016,09,Camila,Cartagena,Importados,Fertirrigación,Humus 15,20.0,31841.0,636820.0
2016-09-21,2016,09,Juliana,Cartagena,Nacionales,Foliares,Creciplant,13.0,42327.7457433677,550261.0
2016-09-21,2016,09,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,14.0,37678.0951131091,527493.0
2016-09-22,2016,09,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,27.0,64087.0,1730349.0
2016-09-22,2016,09,Camila,Medellín,Importados,Bioestimulantes,Actiplant,25.0,34199.0,854975.0
2016-09-22,2016,09,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,33.0,41276.829022755,1362135.0
2016-09-22,2016,09,Juliana,Cali,Nacionales,Edáficos,Zinc,37.0,39046.9102837163,1444736.0
2016-09-23,2016,09,Camila,Cartagena,Nacionales,Foliares,Rendimiento,36.0,43091.6279411699,1551299.0
2016-09-23,2016,09,Juliana,Cali,Importados,Fertirrigación,Manganeso,32.0,42951.1970724831,1374438.0
2016-09-23,2016,09,Ana Maria,Bogotá,Nacionales,Coadyuvantes,Aquafull,26.0,41764.4790722611,1085876.0
2016-09-23,2016,09,Juliana,Cartagena,Nacionales,Edáficos,Zinc,45.0,40732.0807079587,1832944.0
2016-09-23,2016,09,Juliana,Barranquilla,Importados,Especiales,Solugybb,21.0,37244.4569361749,782134.0
2016-09-24,2016,09,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,34.0,43303.0458423798,1472304.0
2016-09-24,2016,09,Camila,Barranquilla,Importados,Fertirrigación,Manganeso,13.0,41142.5709395049,534853.0
2016-09-24,2016,09,Juliana,Cali,Nacionales,Edáficos,Menores,31.0,38198.1522861583,1184143.0
2016-09-25,2016,09,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,34.0,43424.9583547564,1476449.0
2016-09-25,2016,09,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,45.0,39053.0830691531,1757389.0
2016-09-25,2016,09,Camila,Cartagena,Nacionales,Edáficos,Zinc,28.0,37006.8046968587,1036191.0
2016-09-26,2016,09,Camila,Cali,Nacionales,Foliares,Triplehoja,50.0,40790.7221696082,2039536.0
2016-09-26,2016,09,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,16.0,39850.9155868576,637615.0
2016-09-26,2016,09,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Aquafull,22.0,38915.7385931846,856146.0
2016-09-26,2016,09,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Siliconex,29.0,38536.1122888223,1117547.0
2016-09-27,2016,09,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,11.0,41759.8494831835,459358.0
2016-09-27,2016,09,Ana Maria,Cali,Nacionales,Coadyuvantes,Aquafull,49.0,40409.5526688867,1980068.0
2016-09-27,2016,09,Camila,Cartagena,Importados,Fertirrigación,Humus 15,35.0,38003.7095448995,1330130.0
2016-09-28,2016,09,Camila,Cartagena,Importados,Bioestimulantes,Aminogib,38.0,45039.0,1711482.0
2016-09-28,2016,09,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,29.0,43579.277990676,1263799.0
2016-09-28,2016,09,Ana Maria,Cali,Importados,Especiales,Fruit Cover,16.0,42625.5826406926,682009.0
2016-09-28,2016,09,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,31.0,39963.5689210789,1238871.0
2016-09-28,2016,09,Camila,Barranquilla,Importados,Bioestimulantes,Actiplant,27.0,38167.2883589744,1030517.0
2016-09-29,2016,09,Juliana,Cali,Importados,Especiales,Solugybb,45.0,42672.0,1920240.0
2016-09-29,2016,09,Camila,Barranquilla,Nacionales,Coadyuvantes,Fluyex,44.0,43542.2412780553,1915859.0
2016-09-29,2016,09,Juliana,Medellín,Importados,Bioestimulantes,Zin Stress,30.0,41057.6951397491,1231731.0
2016-09-29,2016,09,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,24.0,40596.2794283494,974311.0
2016-09-29,2016,09,Camila,Bogotá,Importados,Fertirrigación,Hierro,47.0,40381.7751344211,1897943.0
2016-09-29,2016,09,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,49.0,39745.9782344322,1947553.0
2016-09-30,2016,09,Juliana,Cartagena,Importados,Fertirrigación,Frutales,22.0,46085.0,1013870.0
2016-09-30,2016,09,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,44.0,38783.0237062937,1706453.0
2016-09-30,2016,09,Camila,Cali,Nacionales,Edáficos,Menores,33.0,38696.6047101787,1276988.0
2016-09-30,2016,09,Camila,Medellín,Importados,Fertirrigación,Frutales,32.0,38651.852015762,1236859.0
2016-10-01,2016,10,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,44.0,64087.0,2819828.0
2016-10-01,2016,10,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,47.0,43492.858994561,2044164.0
2016-10-01,2016,10,Ana Maria,Bogotá,Nacionales,Foliares,Triplehoja,47.0,38837.0355788656,1825341.0
2016-10-01,2016,10,Camila,Cartagena,Nacionales,Edáficos,Menores,46.0,38741.3574045954,1782102.0
2016-10-04,2016,10,Juliana,Medellín,Nacionales,Foliares,Creciplant,35.0,41664.1713089133,1458246.0
2016-10-04,2016,10,Ana Maria,Cali,Nacionales,Edáficos,Zinc,43.0,40457.3917560218,1739668.0
2016-10-04,2016,10,Ana Maria,Cali,Nacionales,Foliares,Fertiverdor,48.0,39281.4761303141,1885511.0
2016-10-05,2016,10,Camila,Bogotá,Importados,Especiales,Fruit Cover,33.0,54092.0,1785036.0
2016-10-05,2016,10,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,30.0,54732.0,1641960.0
2016-10-05,2016,10,Juliana,Barranquilla,Importados,Fertirrigación,Hierro,18.0,42869.4076654457,771649.0
2016-10-05,2016,10,Ana Maria,Cartagena,Importados,Especiales,Solugybb,38.0,37665.7495422355,1431298.0
2016-10-05,2016,10,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,16.0,37261.4320961261,596183.0
2016-10-06,2016,10,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,48.0,43389.4648384948,2082694.0
2016-10-06,2016,10,Ana Maria,Cartagena,Importados,Fertirrigación,Calcio,42.0,41994.4153297813,1763765.0
2016-10-06,2016,10,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,19.0,41872.5028174048,795578.0
2016-10-06,2016,10,Camila,Cartagena,Importados,Especiales,Solugybb,13.0,41744.4175195915,542677.0
2016-10-07,2016,10,Camila,Medellín,Nacionales,Foliares,Triplehoja,46.0,42057.6863805084,1934654.0
2016-10-07,2016,10,Camila,Barranquilla,Importados,Fertirrigación,Hierro,16.0,39242.8962213342,627886.0
2016-10-08,2016,10,Juliana,Cali,Nacionales,Foliares,Molib-K,46.0,37258.3457034077,1713884.0
2016-10-09,2016,10,Camila,Cali,Importados,Bioestimulantes,Zin Stress,41.0,42060.7727732268,1724492.0
2016-10-10,2016,10,Ana Maria,Cali,Importados,Bioestimulantes,Cogollando,47.0,54073.0,2541431.0
2016-10-10,2016,10,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,10.0,39954.3097429237,399543.0
2016-10-10,2016,10,Camila,Bogotá,Nacionales,Coadyuvantes,Siliconex,24.0,39804.6196960817,955311.0
2016-10-11,2016,10,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,50.0,31841.0,1592050.0
2016-10-11,2016,10,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,35.0,34199.0,1196965.0
2016-10-11,2016,10,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,26.0,39833.9404269064,1035682.0
2016-10-12,2016,10,Camila,Cartagena,Nacionales,Foliares,Molib-K,30.0,43341.6257513598,1300249.0
2016-10-12,2016,10,Ana Maria,Cartagena,Importados,Fertirrigación,Manganeso,24.0,41469.7285676546,995273.0
2016-10-12,2016,10,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,37.0,41094.7318523698,1520505.0
2016-10-12,2016,10,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,24.0,40016.0375972916,960385.0
2016-10-12,2016,10,Ana Maria,Bogotá,Importados,Fertirrigación,Manganeso,50.0,39383.3270900211,1969166.0
2016-10-12,2016,10,Camila,Barranquilla,Nacionales,Foliares,Rendimiento,30.0,38665.7407829948,1159972.0
2016-10-12,2016,10,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,32.0,38122.5356645576,1219921.0
2016-10-13,2016,10,Camila,Cali,Importados,Bioestimulantes,Cogollando,45.0,54073.0,2433285.0
