FECHA,ASESOR,CIUDAD,CLASIFICACION,CATEGORIA,PRODUCTO,VALOR_U,CANTIDAD
2016-08-02,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,42870.9508618049,25.0
2016-08-02,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Fluyex,39713.5711108891,47.0
2016-08-02,Ana Maria,Cali,Importados,Bioestimulantes,Zin Stress,38653.3952121212,50.0
2016-08-02,Juliana,Barranquilla,Importados,Especiales,Fruit Cover,36900.3241480741,35.0
2016-08-03,Camila,Medellín,Nacionales,Edáficos,Campofos,40877.0,37.0
2016-08-03,Ana Maria,Barranquilla,Nacionales,Edáficos,Boro,42867.8644690865,44.0
2016-08-03,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Fluyex,42799.9638292818,24.0
2016-08-03,Juliana,Bogotá,Importados,Fertirrigación,Humus 15,42696.5696732157,48.0
2016-08-04,Juliana,Medellín,Importados,Especiales,Fruit Cover,54092.0,49.0
2016-08-04,Ana Maria,Cartagena,Nacionales,Edáficos,Boro,43335.452965923,38.0
2016-08-04,Juliana,Barranquilla,Importados,Fertirrigación,Calcio,41412.6303023643,29.0
2016-08-04,Camila,Barranquilla,Importados,Fertirrigación,Manganeso,38835.4923825064,50.0
2016-08-04,Ana Maria,Bogotá,Nacionales,Foliares,Molib-K,37935.8089050949,30.0
2016-08-05,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,42360.1528669109,15.0
2016-08-05,Camila,Barranquilla,Importados,Bioestimulantes,Aminogib,39037.6511055611,19.0
2016-08-05,Camila,Bogotá,Nacionales,Foliares,Creciplant,38945.0593240093,27.0
2016-08-05,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,38286.1144786325,24.0
2016-08-05,Juliana,Bogotá,Importados,Fertirrigación,Frutales,38165.7451626151,21.0
2016-08-05,Ana Maria,Medellín,Importados,Especiales,Solugybb,37708.959040293,13.0
2016-08-05,Juliana,Medellín,Nacionales,Edáficos,Menores,36991.3727332667,37.0
2016-08-06,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,26979.0,30.0
2016-08-07,Camila,Cartagena,Nacionales,Foliares,Molib-K,41651.8257380397,44.0
2016-08-07,Camila,Barranquilla,Nacionales,Edáficos,Menores,38247.5345696526,40.0
2016-08-07,Camila,Cali,Nacionales,Coadyuvantes,Aquafull,37082.4213184593,33.0
2016-08-08,Camila,Bogotá,Importados,Fertirrigación,Manganeso,40914.1778783439,41.0
2016-08-08,Juliana,Cali,Importados,Bioestimulantes,Actiplant,39715.1143072483,38.0
2016-08-09,Ana Maria,Cali,Nacionales,Edáficos,Zinc,30773.0,47.0
2016-08-09,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Siliconex,40545.3539484959,50.0
2016-08-09,Camila,Cali,Importados,Bioestimulantes,Cogollando,38017.5983121323,16.0
2016-08-09,Camila,Cartagena,Importados,Bioestimulantes,Cogollando,37843.2171235431,33.0
2016-08-09,Camila,Barranquilla,Importados,Bioestimulantes,Actiplant,37016.0638750139,48.0
2016-08-10,Ana Maria,Bogotá,Nacionales,Coadyuvantes,Fluyex,43202.7380790321,25.0
2016-08-10,Camila,Medellín,Nacionales,Foliares,Triplehoja,40705.8463698524,42.0
2016-08-10,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,38267.5961223221,22.0
2016-08-10,Ana Maria,Medellín,Importados,Bioestimulantes,Zin Stress,37705.8726475746,37.0
2016-08-11,Juliana,Medellín,Importados,Especiales,Solugybb,42672.0,50.0
2016-08-11,Juliana,Cali,Nacionales,Foliares,Desarrollo,41320.0385208125,49.0
2016-08-11,Juliana,Cartagena,Nacionales,Foliares,Fertiverdor,40012.9512045732,22.0
2016-08-11,Camila,Bogotá,Nacionales,Foliares,Triplehoja,39827.7676414696,35.0
2016-08-12,Juliana,Cali,Importados,Bioestimulantes,Actiplant,34199.0,37.0
2016-08-12,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,41627.1345962926,41.0
2016-08-12,Ana Maria,Cali,Importados,Fertirrigación,Humus 15,41244.4218992119,39.0
2016-08-12,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,38114.8196827617,27.0
2016-08-13,Ana Maria,Bogotá,Nacionales,Edáficos,Menores,64087.0,45.0
2016-08-13,Ana Maria,Bogotá,Nacionales,Edáficos,Boro,42250.5859254079,43.0
2016-08-14,Ana Maria,Barranquilla,Importados,Fertirrigación,Hierro,58570.0,37.0
2016-08-14,Camila,Barranquilla,Importados,Fertirrigación,Humus 15,31841.0,21.0
2016-08-14,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,42627.1258370518,14.0
2016-08-14,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,40742.8830824731,10.0
2016-08-14,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,40034.5559536019,34.0
2016-08-14,Camila,Medellín,Nacionales,Coadyuvantes,Siliconex,39957.3961356421,42.0
2016-08-14,Ana Maria,Cali,Nacionales,Edáficos,Zinc,38914.1953968254,44.0
2016-08-15,Juliana,Barranquilla,Nacionales,Edáficos,Menores,64087.0,34.0
2016-08-15,Camila,Cartagena,Importados,Fertirrigación,Manganeso,42236.6971581751,25.0
2016-08-15,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,42137.9325911866,22.0
2016-08-15,Ana Maria,Bogotá,Nacionales,Edáficos,Boro,40620.9705700966,15.0
2016-08-15,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,37766.0573055833,49.0
2016-08-16,Ana Maria,Cali,Importados,Especiales,Fruit Cover,41082.3862814963,46.0
2016-08-16,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,37658.0335604396,10.0
2016-08-16,Juliana,Barranquilla,Nacionales,Foliares,Molib-K,37201.2474381174,46.0
2016-08-17,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,64755.0,27.0
2016-08-17,Juliana,Medellín,Nacionales,Foliares,Fertiverdor,43085.4551557332,10.0
2016-08-18,Ana Maria,Cali,Nacionales,Foliares,Triplehoja,63955.0,26.0
2016-08-19,Camila,Cartagena,Nacionales,Edáficos,Boro,41519.1108511488,37.0
2016-08-20,Ana Maria,Medellín,Nacionales,Coadyuvantes,Trionex,64755.0,13.0
2016-08-20,Camila,Cali,Nacionales,Foliares,Desarrollo,26057.0,35.0
2016-08-20,Camila,Cartagena,Importados,Especiales,Fruit Cover,41928.0578863359,33.0
2016-08-20,Camila,Medellín,Nacionales,Coadyuvantes,Siliconex,38414.1997764458,28.0
2016-08-21,Juliana,Barranquilla,Importados,Bioestimulantes,Zin Stress,42285.0,23.0
2016-08-21,Ana Maria,Barranquilla,Nacionales,Edáficos,Campofos,43745.9431974692,23.0
2016-08-21,Juliana,Barranquilla,Nacionales,Edáficos,Menores,41732.0719487179,43.0
2016-08-21,Camila,Bogotá,Nacionales,Foliares,Desarrollo,39387.9566790987,13.0
2016-08-21,Camila,Bogotá,Importados,Fertirrigación,Manganeso,39370.9815191475,30.0
2016-08-21,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,38918.824985903,48.0
2016-08-21,Juliana,Medellín,Nacionales,Foliares,Molib-K,38193.5226970807,21.0
2016-08-21,Camila,Cartagena,Nacionales,Coadyuvantes,Siliconex,37835.5011417471,41.0
2016-08-22,Camila,Cartagena,Importados,Bioestimulantes,Cogollando,54073.0,36.0
2016-08-22,Camila,Bogotá,Nacionales,Foliares,Molib-K,43475.8838346098,32.0
2016-08-22,Ana Maria,Bogotá,Importados,Especiales,Solugybb,42986.6905887446,29.0
2016-08-22,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,42307.6841906982,22.0
2016-08-22,Ana Maria,Barranquilla,Importados,Especiales,Solugybb,41934.2306717727,30.0
2016-08-22,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,40216.6531239871,30.0
2016-08-22,Juliana,Cali,Nacionales,Foliares,Triplehoja,39375.6111082251,10.0
2016-08-22,Ana Maria,Barranquilla,Importados,Especiales,Fruit Cover,38221.3002315462,23.0
2016-08-23,Camila,Cali,Nacionales,Foliares,Rendimiento,52151.0,42.0
2016-08-23,Camila,Medellín,Importados,Bioestimulantes,Zin Stress,41508.3084766345,26.0
2016-08-23,Ana Maria,Bogotá,Importados,Bioestimulantes,Aminogib,41431.1486586746,44.0
2016-08-23,Juliana,Cali,Importados,Fertirrigación,Manganeso,41283.0018081918,41.0
2016-08-23,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,39568.5106531246,15.0
2016-08-23,Juliana,Barranquilla,Nacionales,Foliares,Creciplant,38136.4244317904,44.0
2016-08-23,Camila,Bogotá,Nacionales,Edáficos,Zinc,36935.8176643356,49.0
2016-08-24,Juliana,Barranquilla,Importados,Bioestimulantes,Zin Stress,42840.0869346209,36.0
2016-08-24,Ana Maria,Barranquilla,Importados,Fertirrigación,Manganeso,42340.0913142413,49.0
2016-08-24,Ana Maria,Bogotá,Importados,Especiales,Fruit Cover,42127.1302166722,33.0
2016-08-24,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,38796.9124735265,22.0
2016-08-25,Camila,Cali,Nacionales,Edáficos,Menores,43262.9227370407,28.0
2016-08-25,Juliana,Bogotá,Nacionales,Edáficos,Zinc,43008.2953377733,30.0
2016-08-25,Juliana,Cali,Nacionales,Foliares,Creciplant,41718.1831814852,42.0
2016-08-25,Ana Maria,Medellín,Importados,Bioestimulantes,Actiplant,40562.3291084471,30.0
2016-08-25,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,39960.4825283605,11.0
2016-08-26,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,45039.0,18.0
2016-08-26,Juliana,Bogotá,Nacionales,Foliares,Triplehoja,42957.3698579198,44.0
2016-08-26,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,38472.8412380952,44.0
2016-08-26,Camila,Cali,Importados,Especiales,Fruit Cover,37818.525981796,42.0
2016-08-27,Camila,Cartagena,Nacionales,Foliares,Creciplant,29285.0,18.0
2016-08-27,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,40648.7481045621,50.0
2016-08-27,Ana Maria,Bogotá,Importados,Bioestimulantes,Actiplant,38833.9491861472,27.0
2016-08-27,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,36986.7431441891,16.0
2016-08-28,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,42509.8429137529,19.0
2016-08-28,Juliana,Cali,Nacionales,Edáficos,Menores,40432.7006142746,22.0
2016-08-28,Ana Maria,Bogotá,Importados,Fertirrigación,Hierro,39563.8810640471,47.0
2016-08-28,Camila,Cartagena,Importados,Especiales,Fruit Cover,38312.3488167388,37.0
2016-08-28,Camila,Cali,Nacionales,Foliares,Desarrollo,38233.6458024198,33.0
2016-08-28,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,37866.3650689311,31.0
2016-08-29,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,40218.1963203463,15.0
2016-08-29,Camila,Cartagena,Importados,Fertirrigación,Humus 15,40070.0494698635,24.0
2016-08-29,Juliana,Medellín,Nacionales,Foliares,Triplehoja,39852.4587832168,27.0
2016-08-30,Juliana,Barranquilla,Importados,Fertirrigación,Calcio,40124.0613424353,13.0
2016-08-31,Juliana,Cartagena,Nacionales,Foliares,Triplehoja,39662.6456310356,32.0
2016-08-31,Camila,Cali,Importados,Especiales,Solugybb,39338.5743956044,17.0
2016-09-01,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,42337.0049215229,30.0
2016-09-01,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,41883.3051919192,22.0
2016-09-01,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,39002.1575892996,28.0
2016-09-01,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,37756.7981274281,38.0
2016-09-01,Camila,Bogotá,Importados,Bioestimulantes,Aminogib,37009.8910895771,49.0
2016-09-02,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,29285.0,41.0
2016-09-02,Camila,Cali,Nacionales,Foliares,Molib-K,26979.0,23.0
2016-09-02,Juliana,Cartagena,Importados,Especiales,Solugybb,43790.6958918859,32.0
2016-09-02,Juliana,Cali,Importados,Especiales,Solugybb,42451.2014521035,22.0
2016-09-02,Juliana,Barranquilla,Nacionales,Edáficos,Zinc,39310.7968611388,50.0
2016-09-02,Ana Maria,Barranquilla,Importados,Bioestimulantes,Aminogib,39174.9955815296,38.0
2016-09-02,Ana Maria,Barranquilla,Importados,Especiales,Solugybb,38554.6306451326,31.0
2016-09-03,Juliana,Medellín,Importados,Bioestimulantes,Cogollando,40571.5882866023,41.0
2016-09-03,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,39051.5398727939,23.0
2016-09-04,Camila,Bogotá,Importados,Fertirrigación,Hierro,42349.3504923965,50.0
2016-09-04,Juliana,Bogotá,Importados,Fertirrigación,Frutales,40549.9835375735,29.0
2016-09-04,Camila,Barranquilla,Nacionales,Foliares,Fertiverdor,39958.9393320013,18.0
2016-09-05,Juliana,Cartagena,Importados,Fertirrigación,Manganeso,50591.0,42.0
2016-09-05,Camila,Cartagena,Nacionales,Foliares,Molib-K,26979.0,45.0
2016-09-05,Camila,Cali,Nacionales,Edáficos,Zinc,43241.317988012,18.0
2016-09-05,Juliana,Cali,Importados,Bioestimulantes,Zin Stress,39097.8357635697,25.0
2016-09-06,Camila,Medellín,Nacionales,Edáficos,Zinc,30773.0,25.0
2016-09-06,Camila,Cali,Nacionales,Edáficos,Campofos,41576.2091164391,12.0
2016-09-06,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,41438.8646404706,18.0
2016-09-06,Camila,Cali,Nacionales,Edáficos,Menores,41281.4586118326,28.0
2016-09-06,Juliana,Cali,Nacionales,Foliares,Desarrollo,37583.9601351981,40.0
2016-09-07,Camila,Barranquilla,Nacionales,Foliares,Rendimiento,43556.130045288,30.0
2016-09-07,Camila,Cali,Nacionales,Foliares,Rendimiento,42855.5188982129,49.0
2016-09-07,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,42753.6679385059,39.0
2016-09-07,Juliana,Cartagena,Nacionales,Foliares,Molib-K,39218.2050795871,17.0
2016-09-07,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,38009.8823303363,41.0
2016-09-07,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,37730.5637893218,29.0
2016-09-08,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,58570.0,43.0
2016-09-08,Camila,Cali,Nacionales,Edáficos,Menores,42205.8332309912,45.0
2016-09-08,Juliana,Barranquilla,Importados,Bioestimulantes,Cogollando,40316.9608873349,10.0
2016-09-08,Juliana,Barranquilla,Nacionales,Coadyuvantes,Aquafull,39637.9544892885,14.0
2016-09-08,Juliana,Cali,Nacionales,Edáficos,Campofos,37769.1436983017,15.0
2016-09-08,Juliana,Medellín,Importados,Bioestimulantes,Aminogib,37625.6264368964,35.0
2016-09-08,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,36969.767984238,24.0
2016-09-09,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,63955.0,12.0
2016-09-09,Juliana,Medellín,Importados,Fertirrigación,Calcio,43432.6743365523,26.0
2016-09-09,Ana Maria,Barranquilla,Importados,Bioestimulantes,Cogollando,41400.2847314907,45.0
2016-09-09,Ana Maria,Cali,Importados,Fertirrigación,Manganeso,39923.4458157398,33.0
2016-09-10,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,40056.1607026307,20.0
2016-09-10,Camila,Bogotá,Nacionales,Edáficos,Zinc,39877.1499249639,21.0
2016-09-10,Camila,Bogotá,Nacionales,Foliares,Desarrollo,39270.6737557997,11.0
2016-09-10,Camila,Cali,Importados,Especiales,Fruit Cover,38446.6068999889,41.0
2016-09-10,Camila,Cali,Nacionales,Coadyuvantes,Trionex,37744.4525565545,12.0
2016-09-11,Juliana,Cartagena,Nacionales,Edáficos,Boro,42394.0,50.0
2016-09-11,Juliana,Cali,Nacionales,Foliares,Rendimiento,52151.0,28.0
2016-09-11,Camila,Barranquilla,Nacionales,Edáficos,Campofos,39945.0505647686,50.0
2016-09-12,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,34199.0,28.0
2016-09-12,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,42116.3278421578,37.0
2016-09-12,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,38142.5972172272,35.0
2016-09-12,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,37685.8110949051,41.0
2016-09-13,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,58570.0,10.0
2016-09-13,Juliana,Barranquilla,Nacionales,Edáficos,Boro,43898.7196370296,45.0
2016-09-13,Camila,Medellín,Nacionales,Edáficos,Zinc,42594.7187135087,23.0
2016-09-13,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,41954.2922244422,41.0
2016-09-14,Ana Maria,Medellín,Importados,Fertirrigación,Manganeso,50591.0,38.0
2016-09-14,Camila,Barranquilla,Nacionales,Foliares,Molib-K,43945.0155278055,20.0
2016-09-14,Camila,Barranquilla,Importados,Fertirrigación,Humus 15,41093.1886560107,42.0
2016-09-14,Ana Maria,Medellín,Nacionales,Coadyuvantes,Siliconex,37173.4699036519,45.0
2016-09-15,Ana Maria,Medellín,Nacionales,Coadyuvantes,Siliconex,40560.7859120879,18.0
2016-09-15,Ana Maria,Barranquilla,Importados,Fertirrigación,Hierro,38350.9287257187,26.0
2016-09-16,Camila,Cartagena,Importados,Bioestimulantes,Zin Stress,43661.0673977134,43.0
2016-09-16,Camila,Cartagena,Nacionales,Foliares,Triplehoja,40387.9479198579,31.0
2016-09-17,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,41962.0082062382,50.0
2016-09-18,Camila,Barranquilla,Nacionales,Edáficos,Campofos,40877.0,27.0
2016-09-18,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,39005.243982018,42.0
2016-09-19,Ana Maria,Bogotá,Importados,Especiales,Solugybb,42672.0,33.0
2016-09-19,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,42664.1625496725,27.0
2016-09-19,Camila,Cartagena,Importados,Fertirrigación,Frutales,42463.547022977,42.0
2016-09-19,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,42074.6615404595,41.0
2016-09-19,Juliana,Bogotá,Nacionales,Foliares,Creciplant,40392.5775089355,25.0
2016-09-20,Juliana,Medellín,Nacionales,Coadyuvantes,Fluyex,33559.0,30.0
2016-09-20,Juliana,Medellín,Nacionales,Foliares,Fertiverdor,40472.8237196137,46.0
2016-09-20,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,38374.0766711067,44.0
2016-09-21,Camila,Cartagena,Importados,Fertirrigación,Humus 15,31841.0,20.0
2016-09-21,Juliana,Cartagena,Nacionales,Foliares,Creciplant,42327.7457433677,13.0
2016-09-21,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,37678.0951131091,14.0
2016-09-22,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,64087.0,27.0
2016-09-22,Camila,Medellín,Importados,Bioestimulantes,Actiplant,34199.0,25.0
2016-09-22,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,41276.829022755,33.0
2016-09-22,Juliana,Cali,Nacionales,Edáficos,Zinc,39046.9102837163,37.0
2016-09-23,Camila,Cartagena,Nacionales,Foliares,Rendimiento,43091.6279411699,36.0
2016-09-23,Juliana,Cali,Importados,Fertirrigación,Manganeso,42951.1970724831,32.0
2016-09-23,Ana Maria,Bogotá,Nacionales,Coadyuvantes,Aquafull,41764.4790722611,26.0
2016-09-23,Juliana,Cartagena,Nacionales,Edáficos,Zinc,40732.0807079587,45.0
2016-09-23,Juliana,Barranquilla,Importados,Especiales,Solugybb,37244.4569361749,21.0
2016-09-24,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,43303.0458423798,34.0
2016-09-24,Camila,Barranquilla,Importados,Fertirrigación,Manganeso,41142.5709395049,13.0
2016-09-24,Juliana,Cali,Nacionales,Edáficos,Menores,38198.1522861583,31.0
2016-09-25,Ana Maria,Cartagena,Nacionales,Foliares,Desarrollo,43424.9583547564,34.0
2016-09-25,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,39053.0830691531,45.0
2016-09-25,Camila,Cartagena,Nacionales,Edáficos,Zinc,37006.8046968587,28.0
2016-09-26,Camila,Cali,Nacionales,Foliares,Triplehoja,40790.7221696082,50.0
2016-09-26,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,39850.9155868576,16.0
2016-09-26,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Aquafull,38915.7385931846,22.0
2016-09-26,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Siliconex,38536.1122888223,29.0
2016-09-27,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,41759.8494831835,11.0
2016-09-27,Ana Maria,Cali,Nacionales,Coadyuvantes,Aquafull,40409.5526688867,49.0
2016-09-27,Camila,Cartagena,Importados,Fertirrigación,Humus 15,38003.7095448995,35.0
2016-09-28,Camila,Cartagena,Importados,Bioestimulantes,Aminogib,45039.0,38.0
2016-09-28,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,43579.277990676,29.0
2016-09-28,Ana Maria,Cali,Importados,Especiales,Fruit Cover,42625.5826406926,16.0
2016-09-28,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,39963.5689210789,31.0
2016-09-28,Camila,Barranquilla,Importados,Bioestimulantes,Actiplant,38167.2883589744,27.0
2016-09-29,Juliana,Cali,Importados,Especiales,Solugybb,42672.0,45.0
2016-09-29,Camila,Barranquilla,Nacionales,Coadyuvantes,Fluyex,43542.2412780553,44.0
2016-09-29,Juliana,Medellín,Importados,Bioestimulantes,Zin Stress,41057.6951397491,30.0
2016-09-29,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,40596.2794283494,24.0
2016-09-29,Camila,Bogotá,Importados,Fertirrigación,Hierro,40381.7751344211,47.0
2016-09-29,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,39745.9782344322,49.0
2016-09-30,Juliana,Cartagena,Importados,Fertirrigación,Frutales,46085.0,22.0
2016-09-30,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,38783.0237062937,44.0
2016-09-30,Camila,Cali,Nacionales,Edáficos,Menores,38696.6047101787,33.0
2016-09-30,Camila,Medellín,Importados,Fertirrigación,Frutales,38651.852015762,32.0
2016-10-01,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,64087.0,44.0
2016-10-01,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,43492.858994561,47.0
2016-10-01,Ana Maria,Bogotá,Nacionales,Foliares,Triplehoja,38837.0355788656,47.0
2016-10-01,Camila,Cartagena,Nacionales,Edáficos,Menores,38741.3574045954,46.0
2016-10-04,Juliana,Medellín,Nacionales,Foliares,Creciplant,41664.1713089133,35.0
2016-10-04,Ana Maria,Cali,Nacionales,Edáficos,Zinc,40457.3917560218,43.0
2016-10-04,Ana Maria,Cali,Nacionales,Foliares,Fertiverdor,39281.4761303141,48.0
2016-10-05,Camila,Bogotá,Importados,Especiales,Fruit Cover,54092.0,33.0
2016-10-05,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,54732.0,30.0
2016-10-05,Juliana,Barranquilla,Importados,Fertirrigación,Hierro,42869.4076654457,18.0
2016-10-05,Ana Maria,Cartagena,Importados,Especiales,Solugybb,37665.7495422355,38.0
2016-10-05,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,37261.4320961261,16.0
2016-10-06,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,43389.4648384948,48.0
2016-10-06,Ana Maria,Cartagena,Importados,Fertirrigación,Calcio,41994.4153297813,42.0
2016-10-06,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,41872.5028174048,19.0
2016-10-06,Camila,Cartagena,Importados,Especiales,Solugybb,41744.4175195915,13.0
2016-10-07,Camila,Medellín,Nacionales,Foliares,Triplehoja,42057.6863805084,46.0
2016-10-07,Camila,Barranquilla,Importados,Fertirrigación,Hierro,39242.8962213342,16.0
2016-10-08,Juliana,Cali,Nacionales,Foliares,Molib-K,37258.3457034077,46.0
2016-10-09,Camila,Cali,Importados,Bioestimulantes,Zin Stress,42060.7727732268,41.0
2016-10-10,Ana Maria,Cali,Importados,Bioestimulantes,Cogollando,54073.0,47.0
2016-10-10,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,39954.3097429237,10.0
2016-10-10,Camila,Bogotá,Nacionales,Coadyuvantes,Siliconex,39804.6196960817,24.0
2016-10-11,Juliana,Barranquilla,Importados,Fertirrigación,Humus 15,31841.0,50.0
2016-10-11,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,34199.0,35.0
2016-10-11,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,39833.9404269064,26.0
2016-10-12,Camila,Cartagena,Nacionales,Foliares,Molib-K,43341.6257513598,30.0
2016-10-12,Ana Maria,Cartagena,Importados,Fertirrigación,Manganeso,41469.7285676546,24.0
2016-10-12,Ana Maria,Cartagena,Nacionales,Foliares,Molib-K,41094.7318523698,37.0
2016-10-12,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,40016.0375972916,24.0
2016-10-12,Ana Maria,Bogotá,Importados,Fertirrigación,Manganeso,39383.3270900211,50.0
2016-10-12,Camila,Barranquilla,Nacionales,Foliares,Rendimiento,38665.7407829948,30.0
2016-10-12,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,38122.5356645576,32.0
2016-10-13,Camila,Cali,Importados,Bioestimulantes,Cogollando,54073.0,45.0
2016-10-13,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,43733.5976265956,27.0
2016-10-13,Camila,Cali,Importados,Bioestimulantes,Cogollando,37363.283055833,35.0
2016-10-14,Camila,Bogotá,Nacionales,Edáficos,Zinc,40022.2103827284,43.0
2016-10-14,Camila,Barranquilla,Importados,Bioestimulantes,Zin Stress,39994.4328482628,40.0
2016-10-15,Ana Maria,Cartagena,Nacionales,Foliares,Rendimiento,52151.0,49.0
2016-10-15,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,38093.2149337329,33.0
2016-10-16,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,42256.7587108447,39.0
2016-10-16,Camila,Barranquilla,Importados,Fertirrigación,Manganeso,41921.8851008991,49.0
2016-10-16,Camila,Barranquilla,Nacionales,Foliares,Fertiverdor,40185.7891968032,24.0
2016-10-16,Camila,Cartagena,Importados,Fertirrigación,Manganeso,38216.6706424686,30.0
2016-10-16,Ana Maria,Cartagena,Importados,Fertirrigación,Manganeso,38022.2279012099,23.0
2016-10-17,Camila,Cali,Importados,Bioestimulantes,Cogollando,54073.0,34.0
2016-10-17,Camila,Cartagena,Nacionales,Edáficos,Campofos,40877.0,48.0
2016-10-17,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,39778.3853579753,26.0
2016-10-17,Ana Maria,Medellín,Nacionales,Edáficos,Menores,39462.0301043401,30.0
2016-10-18,Juliana,Medellín,Importados,Fertirrigación,Hierro,41807.6885703186,26.0
2016-10-18,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Trionex,41702.7512178932,36.0
2016-10-18,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,41096.275048729,24.0
2016-10-18,Juliana,Cartagena,Nacionales,Foliares,Creciplant,39241.353024975,42.0
2016-10-18,Camila,Cali,Nacionales,Coadyuvantes,Trionex,37326.2463432123,19.0
2016-10-19,Juliana,Cali,Nacionales,Foliares,Rendimiento,52151.0,26.0
